Id,SalePrice
2136,82899.98
2137,115628.93
2138,135893.09
2139,147708.75
2140,137242.5
2141,137130.83
2142,135411.5
2143,141403.33
2144,112234.79
2145,136903.0
2146,148439.99
2147,161149.58
2148,125936.75
2149,134544.0
2150,236715.77
2151,148297.39
2152,173452.84
2153,159887.5
2154,109820.5
2155,129189.07
2156,224325.8
2157,248604.74
2158,237302.94
2159,219944.35
2160,172232.99
2161,258060.97
2162,333130.66
2163,328062.28
2164,272003.56
2165,181450.97
2166,144042.85
2167,216926.1
2168,209126.8
2169,194329.26
2170,220514.18
2171,138574.81
2172,137300.87
2173,156283.53
2174,239194.07
2175,297798.33
2176,316608.92
2177,258982.21
2178,217338.3
2179,146926.0
2180,185631.2
2181,194538.8
2182,233326.41
2183,194479.71
2184,136108.25
2185,129288.5
2186,137982.71
2187,143694.75
2188,158992.04
2189,188092.44
2190,87497.3
2191,91369.8
2192,94587.83
2193,98634.5
2194,101527.5
2195,114323.5
2196,106283.72
2197,113005.15
2198,159616.0
2199,160668.87
2200,127805.34
2201,130911.37
2202,187277.5
2203,162917.72
2204,176434.18
2205,117461.13
2206,132077.75
2207,240877.87
2208,236485.8
2209,192768.68
2210,123336.92
2211,112974.0
2212,114927.87
2213,105531.5
2214,146014.58
2215,100284.45
2216,147222.0
2217,69349.61
2218,97560.73
2219,83947.08
2220,87957.6
2221,329174.27
2222,270137.51
2223,274994.16
2224,222849.96
2225,142930.76
2226,187018.4
2227,197255.23
2228,286255.61
2229,234942.36
2230,160580.08
2231,219860.55
2232,180489.41
2233,171954.34
2234,242474.78
2235,197259.0
2236,270842.6
2237,335217.93
2238,210174.73
2239,120667.09
2240,165898.54
2241,155772.84
2242,135771.75
2243,141279.55
2244,96897.83
2245,95892.83
2246,141279.5
2247,101296.83
2248,125570.0
2249,127856.25
2250,137081.6
2251,122375.38
2252,176605.0
2253,155035.3
2254,180472.34
2255,194715.5
2256,180707.95
2257,193689.8
2258,176051.45
2259,180838.02
2260,147545.33
2261,189507.01
2262,207165.6
2263,322459.11
2264,338028.93
2265,178981.24
2266,276260.77
2267,316693.85
2268,351796.05
2269,164953.26
2270,186781.1
2271,258180.39
2272,201498.28
2273,159088.25
2274,170971.38
2275,165513.9
2276,168033.09
2277,179640.0
2278,156581.5
2279,120892.0
2280,118111.66
2281,172991.66
2282,171937.56
2283,98357.0
2284,110034.2
2285,154675.35
2286,129348.8
2287,334683.38
2288,278136.03
2289,325161.24
2290,357371.1
2291,292943.16
2292,367272.16
2293,362060.65
2294,337365.39
2295,359095.82
2296,262747.93
2297,314302.73
2298,314568.0
2299,318237.38
2300,321196.81
2301,289319.3
2302,238373.48
2303,245273.71
2304,243937.79
2305,181438.04
2306,183156.04
2307,184595.69
2308,225546.34
2309,273642.36
2310,222146.72
2311,199629.39
2312,176301.34
2313,176885.34
2314,174778.54
2315,174806.49
2316,185906.66
2317,174955.68
2318,174843.86
2319,174339.79
2320,180241.27
2321,248118.66
2322,168083.78
2323,186446.49
2324,167529.73
2325,224587.09
2326,167519.82
2327,214446.34
2328,220137.49
2329,181982.32
2330,179105.02
2331,335002.77
2332,326650.29
2333,302308.9
2334,264929.06
2335,251998.23
2336,326516.88
2337,200697.13
2338,280500.43
2339,243447.92
2340,369194.53
2341,220159.93
2342,241287.31
2343,224864.46
2344,237066.38
2345,241860.91
2346,217654.31
2347,199361.39
2348,228924.53
2349,155139.8
2350,284778.81
2351,261857.4
2352,247537.83
2353,199546.1
2354,127562.58
2355,171271.54
2356,150090.05
2357,196203.86
2358,196940.2
2359,122026.83
2360,122487.5
2361,134759.72
2362,266880.59
2363,141703.75
2364,145536.4
2365,219864.75
2366,190296.48
2367,240373.46
2368,209221.55
2369,237478.78
2370,168816.32
2371,170059.55
2372,174912.96
2373,267156.88
2374,283310.71
2375,244316.43
2376,275003.04
2377,302438.66
2378,137973.58
2379,197723.0
2380,142926.85
2381,163900.1
2382,189175.7
2383,216961.27
2384,234776.55
2385,145451.25
2386,138406.25
2387,132892.33
2388,102815.43
2389,125349.08
2390,128559.58
2391,137187.0
2392,114752.53
2393,163956.9
2394,144062.75
2395,192440.9
2396,145756.5
2397,201100.35
2398,123656.0
2399,59176.66
2400,59548.48
2401,118290.9
2402,134045.75
2403,130867.02
2404,138794.0
2405,160767.0
2406,137159.0
2407,127065.41
2408,130822.34
2409,129944.73
2410,162981.5
2411,123432.41
2412,155703.5
2413,139163.75
2414,129845.5
2415,127554.32
2416,126601.22
2417,130424.23
2418,126087.0
2419,133006.14
2420,127367.0
2421,149746.5
2422,121266.12
2423,130038.3
2424,153307.87
2425,162809.71
2426,126240.3
2427,137718.58
2428,172637.04
2429,117631.95
2430,131291.5
2431,112478.99
2432,135254.5
2433,140280.25
2434,144480.09
2435,152125.5
2436,105931.08
2437,112388.98
2438,120716.66
2439,113509.74
2440,122196.9
2441,103687.23
2442,104730.8
2443,114078.9
2444,127302.41
2445,91666.76
2446,132563.32
2447,222090.24
2448,143070.87
2449,114005.5
2450,159842.37
2451,121561.21
2452,213044.56
2453,98447.19
2454,129492.64
2455,100810.8
2456,142614.18
2457,115568.54
2458,108490.91
2459,112937.58
2460,144040.84
2461,118680.37
2462,137770.71
2463,119533.87
2464,144110.53
2465,128197.13
2466,120153.98
2467,163228.55
2468,92175.58
2469,92379.8
2470,179001.64
2471,209714.52
2472,166741.94
2473,120546.0
2474,109722.75
2475,239473.1
2476,109425.33
2477,130950.59
2478,165288.3
2479,115671.27
2480,133014.16
2481,125801.34
2482,134678.8
2483,117184.91
2484,123586.16
2485,127204.59
2486,150222.0
2487,181273.0
2488,165115.37
2489,147497.91
2490,150318.5
2491,88843.27
2492,180338.59
2493,129394.33
2494,168384.61
2495,97199.36
2496,219630.1
2497,153223.59
2498,119076.0
2499,96924.26
2500,129017.05
2501,132514.18
2502,151011.34
2503,97580.83
2504,188585.6
2505,221823.64
2506,261936.23
2507,297416.72
2508,256077.83
2509,223750.61
2510,235262.43
2511,185455.49
2512,217649.62
2513,217747.9
2514,238137.8
2515,143897.96
2516,149143.03
2517,133057.0
2518,134230.5
2519,225848.23
2520,204795.35
2521,190265.59
2522,218963.45
2523,132819.6
2524,136510.25
2525,141897.0
2526,134645.55
2527,117940.33
2528,128017.29
2529,130818.1
2530,116677.41
2531,247672.05
2532,231766.59
2533,196918.65
2534,244363.05
2535,282994.6
2536,229724.71
2537,225496.42
2538,186891.01
2539,191801.39
2540,174782.86
2541,181908.94
2542,162542.09
2543,130605.43
2544,133498.1
2545,131032.33
2546,142483.75
2547,138593.59
2548,159902.78
2549,166174.69
2550,279832.74
2551,144331.65
2552,122684.16
2553,86817.5
2554,117324.73
2555,109324.25
2556,106127.83
2557,118675.83
2558,159619.11
2559,138395.39
2560,126291.05
2561,152159.12
2562,135071.95
2563,147038.12
2564,175047.5
2565,123152.51
2566,153969.12
2567,130927.86
2568,185165.87
2569,188764.33
2570,121749.98
2571,169248.14
2572,182175.33
2573,246014.33
2574,281728.73
2575,124167.5
2576,129060.65
2577,161862.9
2578,94993.3
2579,79840.11
2580,131912.37
2581,135783.34
2582,117955.0
2583,292537.12
2584,160178.43
2585,177460.8
2586,214862.12
2587,210894.64
2588,157312.65
2589,144487.0
2590,231463.23
2591,206734.3
2592,228356.71
2593,256698.07
2594,177954.5
2595,202463.68
2596,331334.98
2597,175632.15
2598,272351.89
2599,307110.66
2600,157406.38
2601,133810.0
2602,86391.0
2603,95770.33
2604,86255.5
2605,84387.0
2606,145175.4
2607,174330.39
2608,202923.74
2609,171088.0
2610,118792.0
2611,159983.34
2612,149294.87
2613,126956.0
2614,128035.33
2615,149147.82
2616,137544.5
2617,174952.55
2618,191088.49
2619,232002.76
2620,185891.5
2621,184010.76
2622,188974.0
2623,247344.33
2624,264438.94
2625,302636.91
2626,162314.79
2627,186050.01
2628,344240.09
2629,338253.0
2630,320116.17
2631,345528.92
2632,327993.74
2633,298005.32
2634,362781.47
2635,147105.0
2636,194908.68
2637,175859.16
2638,258943.96
2639,177502.35
2640,149204.75
2641,108095.0
2642,188176.95
2643,106372.76
2644,130476.5
2645,99142.0
2646,94132.0
2647,96726.83
2648,135978.12
2649,142280.38
2650,158588.05
2651,158351.25
2652,336341.36
2653,255222.86
2654,252280.1
2655,360077.94
2656,303557.7
2657,298476.62
2658,271355.35
2659,285798.59
2660,307960.15
2661,328932.29
2662,345002.92
2663,279125.66
2664,271854.5
2665,316677.76
2666,277630.64
2667,171784.87
2668,180111.46
2669,175114.27
2670,285222.69
2671,182823.13
2672,183461.43
2673,204588.48
2674,205439.16
2675,176749.41
2676,183569.85
2677,198219.4
2678,262064.19
2679,293278.34
2680,273639.21
2681,336126.92
2682,307788.4
2683,343977.75
2684,307244.78
2685,330821.83
2686,266533.01
2687,294021.43
2688,232999.13
2689,211975.04
2690,325901.48
2691,184405.0
2692,136411.48
2693,195352.3
2694,131128.89
2695,189759.29
2696,186804.89
2697,190349.15
2698,193836.5
2699,179842.82
2700,165131.46
2701,141365.58
2702,114856.61
2703,137709.85
2704,137823.37
2705,129692.33
2706,119106.08
2707,122130.41
2708,134739.75
2709,114039.0
2710,126960.33
2711,284363.32
2712,332559.57
2713,180967.94
2714,150120.48
2715,174654.77
2716,169930.39
2717,180071.96
2718,242639.27
2719,158172.75
2720,171982.64
2721,138461.25
2722,161804.04
2723,146049.5
2724,130438.1
2725,133872.0
2726,144416.8
2727,166997.0
2728,169747.02
2729,156313.63
2730,143365.0
2731,120992.83
2732,117355.76
2733,160933.77
2734,144014.89
2735,131356.5
2736,144606.27
2737,123793.83
2738,135096.3
2739,160497.32
2740,133025.91
2741,147861.5
2742,148766.75
2743,146332.0
2744,143406.75
2745,137201.25
2746,133903.0
2747,158017.66
2748,122568.09
2749,131544.75
2750,131555.5
2751,130226.5
2752,242457.61
2753,153988.84
2754,196463.3
2755,127931.79
2756,99076.63
2757,69848.87
2758,95090.36
2759,157297.73
2760,143435.73
2761,146185.0
2762,143462.0
2763,182830.0
2764,171702.95
2765,265404.15
2766,149899.84
2767,94024.64
2768,124772.52
2769,128591.25
2770,157117.52
2771,121205.33
2772,123624.03
2773,139884.4
2774,142768.0
2775,137171.18
2776,149595.09
2777,148207.0
2778,135940.54
2779,124755.63
2780,107644.6
2781,104115.69
2782,102967.03
2783,109694.69
2784,131292.08
2785,141018.29
2786,86741.22
2787,116940.52
2788,87381.54
2789,216357.6
2790,92821.23
2791,120668.44
2792,82632.25
2793,165866.95
2794,111245.36
2795,116839.12
2796,102808.1
2797,179845.88
2798,126148.06
2799,119070.29
2800,77417.62
2801,110703.58
2802,139235.0
2803,151335.56
2804,151132.39
2805,95613.3
2806,95185.5
2807,156292.64
2808,146161.25
2809,133939.5
2810,135101.0
2811,158041.72
2812,143765.4
2813,152594.43
2814,164019.55
2815,95216.33
2816,253211.9
2817,131901.59
2818,130694.03
2819,174773.08
2820,133776.82
2821,104710.36
2822,187528.13
2823,218835.74
2824,176101.5
2825,153872.78
2826,131957.93
2827,145741.92
2828,207589.9
2829,174176.47
2830,229797.02
2831,190221.09
2832,214486.59
2833,290593.79
2834,216286.44
2835,223340.05
2836,193920.4
2837,169372.32
2838,139905.25
2839,185754.72
2840,194692.64
2841,203680.85
2842,220312.34
2843,156478.22
2844,155160.0
2845,125039.5
2846,211506.5
2847,198506.3
2848,221775.29
2849,213511.6
2850,286924.86
2851,241931.14
2852,227550.21
2853,235321.36
2854,140360.0
2855,197688.66
2856,210920.79
2857,190429.33
2858,204744.14
2859,151137.71
2860,125090.3
2861,132191.35
2862,189483.21
2863,120329.33
2864,262252.46
2865,140888.99
2866,139318.8
2867,99940.7
2868,114332.32
2869,123039.5
2870,162358.55
2871,111792.56
2872,64185.99
2873,105824.39
2874,146208.5
2875,113407.54
2876,160062.87
2877,147695.1
2878,170471.0
2879,148111.0
2880,104266.25
2881,142592.18
2882,160639.5
2883,163938.82
2884,184275.18
2885,182184.27
2886,206608.74
2887,103228.74
2888,123725.02
2889,62440.58
2890,89845.11
2891,134997.31
2892,64126.09
2893,110778.38
2894,70547.65
2895,304564.4
2896,296249.0
2897,195126.5
2898,147880.51
2899,227628.67
2900,158247.19
2901,197858.98
2902,185693.36
2903,342032.31
2904,324959.91
2905,114483.06
2906,210164.82
2907,114939.04
2908,130945.5
2909,145025.31
2910,83962.0
2911,87080.5
2912,148227.5
2913,90378.0
2914,84737.5
2915,86076.5
2916,87452.0
2917,152342.84
2918,110073.54
2919,230960.73
